thickness,subunit_segments,tilt,pdb_code,membrane_topology_in,membrane_topology_out,group
30.4,6.0,17.0,4B4A,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,6.0,17.0,4HTS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,16.0,0.0,5V6P,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,15.0,6NQ7,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,3J8H,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.4,12.0,9.0,4E1S,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
28.2,36.0,0.0,6VUM,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,6FOO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,7M6A,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,6WOT,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,8.0,17.0,6VJY,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,12.0,0.0,7CZB,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,36.0,0.0,6P2J,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,1.0,6WQZ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,15.0,0.0,7JLO,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,15.0,0.0,7D0I,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,9.0,2.0,6WW7,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,9.0,5.0,7ADP,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,29.0,5.0,8EOI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,12.0,15.0,6WB9,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,24.0,0.0,7T64,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,18.0,4.0,6L47,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,36.0,0.0,7N6Q,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,11.0,7.0,6LO8,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
36.1,10.0,0.0,2OAR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,10.0,0.0,4Y7K,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.1,14.0,0.0,2OAU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.9,21.0,1.0,2VV5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.9,21.0,1.0,5AJI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.5,14.0,0.0,6RLD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.1,14.0,0.0,6PWN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,28.0,0.0,2EXW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,1U7G,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,36.0,0.0,7LHE,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.4,32.0,0.0,8EAR,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,32.0,8.0,6DQJ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,14.0,0.0,6UZH,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,1XQF,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,2NMR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.1,33.0,0.0,2NUU,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,8.0,4.0,6A2J,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.4,8.0,10.0,2F1V,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.8,8.0,14.0,5V7P,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.1,33.0,0.0,2NS1,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,6B21,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.6,8.0,12.0,2M06,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
28.9,33.0,0.0,2B2F,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,3B9Y,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,36.0,1.0,4DX5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,33.0,0.0,3B9W,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,36.0,0.0,3HD6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,33.0,0.0,5AEX,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,33.0,0.0,5AEZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,33.0,0.0,6EU6,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,20.0,3.0,1OED,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,12.0,14.0,7Q1U,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,8.0,4.0,6WK5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,16.0,0.0,7B1K,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,4.0,29.0,6BML,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,12.0,0.0,6M4N,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,4.0,3.0,7K0I,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,12.0,0.0,7YJK,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,5.0,35.0,5FGN,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,5.0,18.0,6V8Q,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,12.0,13.0,6DZW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.1,20.0,3.0,2BG9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,20.0,2.0,4AQ5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,6UWZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,7SMM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,2.0,7QKO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.2,20.0,0.0,5KXI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,20.0,0.0,6PV7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,15.0,7WGD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,20.0,0.0,2VL0,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,0.0,3RQW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,97.0,0.0,7VOR,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,28.0,0.0,7Z6Q,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,22.0,1.0,5FR8,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
27.4,85.0,8.0,6Y79,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,46.0,11.0,6CFW,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.2,26.0,1.0,4CZB,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,20.0,0.0,4TWD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6V0B,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,3EHZ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,3EAM,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,2XQA,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,4HFI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,3IGQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,3P50,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,7.0,6F2G,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,4F8H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,5.0,11.0,6XLP,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.1,0.0,65.0,5I5H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,7.0,20.0,6Y7F,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,5.0,10.0,4A2N,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.5,9.0,0.0,2KDC,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,9.0,22.0,6ZG3,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,9.0,2.0,3ZE4,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,9.0,2.0,4UXX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,8GYX,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,4QH5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.0,20.0,0.0,5HCJ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,22.0,1.0,6E4V,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.8,20.0,0.0,5L4E,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,20.0,0.0,5J0Z,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.4,20.0,0.0,5V6O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,5NJY,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,0.0,6HZW,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6ZGD,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.8,20.0,0.0,8ERP,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.4,12.0,6.0,3SLJ,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.8,10.0,22.0,5OON,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.9,16.0,2.0,6VYK,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.4,8.0,4.0,7MDX,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,72.0,10.0,6KHI,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,71.0,10.0,6L7O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,25.0,20.0,7Z0S,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,6V4S,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.6,20.0,0.0,6FL9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,20.0,0.0,2M6B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,12.0,7.0,6VYH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.8,20.0,4.0,5CFB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.2,16.0,10.0,4QKY,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,20.0,0.0,5TIN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,5VDH,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,20.0,0.0,3JAD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6UBS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,6.0,14.0,1L0V,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
35.0,58.0,5.0,7UNF,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.8,12.0,4.0,7OTG,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.2,12.0,2.0,7ZK4,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,6CB2,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,9.0,14.0,4TQ3,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,9.0,14.0,4OD5,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,18.0,0.0,6M31,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,20.0,1.0,3QNQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,20.0,1.0,6PLR,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.4,20.0,0.0,7M6M,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.7,14.0,0.0,7ONL,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
15.6,0.0,0.0,6LYP,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,42.0,7.0,6BPZ,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,84.0,1.0,5Z10,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,85.0,2.0,6LQI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
3.7,0.0,81.0,2YHC,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
29.0,79.0,7.0,5O31,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,20.0,0.0,7TU9,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,4.0,14.0,2MAW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.2,20.0,0.0,7KOO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,20.0,0.0,7EKI,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,7RPM,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,77.0,6.0,6ZKO,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.6,20.0,0.0,4COF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,20.0,0.0,6QFA,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,17.0,3.0,6DW0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,7T3P,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,8.0,0.0,6DT0,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,22.0,2.0,4RP9,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,20.0,7.0,5ZOV,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,22.0,0.0,6JPF,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.2,16.0,9.0,6LYS,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.8,15.0,7.0,7RI7,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.8,18.0,12.0,7TTC,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
30.2,78.0,0.0,6ADQ,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
24.6,15.0,14.0,8BWC,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
24.0,16.0,3.0,7R1W,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
22.0,19.0,1.0,2K4T,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
20.4,18.0,5.0,7QI2,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.0,22.0,0.0,6MGV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,22.0,1.0,6OCE,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.4,19.0,5.0,4C69,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
23.4,19.0,4.0,4BUM,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
21.1,46.0,0.0,6JNF,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
22.5,46.0,1.0,6UCU,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
22.7,46.0,0.0,7CK6,cytoplasmic side ,intermembrane space,TRANSMEMBRANE PROTEINS:BETA-BARREL
31.2,20.0,0.0,5IWS,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,20.0,0.0,6BVG,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
27.4,45.0,0.0,6K1H,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
32.6,12.0,5.0,6C0V,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
23.2,26.0,4.0,5IVA,periplasm,extracellular side,TRANSMEMBRANE PROTEINS:BETA-BARREL
32.0,14.0,6.0,4F4C,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,0.0,6HIN,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,8.0,1.0,6D7W,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.4,8.0,1.0,6DNF,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.6,26.0,2.0,6O58,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.2,14.0,0.0,6WDN,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
7.4,0.0,90.0,2SQC,cytoplasmic side,periplasm,MONOTOPIC MEMBRANE PROTEINS
30.4,42.0,0.0,7N5D,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.7,14.0,0.0,5Y4O,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.3,14.0,0.0,7N4T,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.2,26.0,0.0,6XJV,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.0,26.0,2.0,6K7Y,mitochondrial matrix,intermembrane space,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,6PW5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.8,24.0,0.0,3J9P,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,2.0,6PQO,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,22.0,1.0,7USW,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.3,81.0,12.0,7UW5,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
34.8,8.0,0.0,1BL8,cytoplasmic side,periplasm,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,0.0,7SK0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,8.0,0.0,6RV2,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,8.0,2.0,6WLV,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6DG7,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,20.0,0.0,6NP0,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.8,20.0,0.0,6Y1Z,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,20.0,0.0,6W1Y,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,20.0,1.0,6Y5A,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
33.0,15.0,0.0,8EIS,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.2,5.0,3.0,6MQU,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,8.0,2.0,6CQ6,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,8.0,4.0,6V36,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,12.0,1.0,6W7B,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.2,8.0,5.0,4BW5,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,5DQQ,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,5E1J,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,5TUA,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
26.2,16.0,0.0,6E1M,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.2,24.0,0.0,7TDF,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,24.0,0.0,6C9A,cytoplasmic side,lumenal side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
25.8,28.0,3.0,7JUP,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.4,24.0,0.0,6CUD,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.0,28.0,0.0,7DXB,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.8,24.0,0.0,6G1K,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,0.0,7B0S,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,24.0,2.0,5Z96,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
29.3,12.0,0.0,1ORQ,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
28.6,5.0,19.0,2KYH,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
30.6,28.0,0.0,6UWM,cytoplasmic side ,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
31.0,28.0,0.0,7SIP,cytoplasmic side,extracellular side,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
